hash,source,init,data,
29039AA3,CRC2,FFFFFFFF,"nActEms006::DamageSleep",
5D1FCC7B,CRC2,FFFFFFFF,"nActEms006::DamageSleepFly",
992A572B,CRC2,FFFFFFFF,"nActEms006::DamageSleepToFly",
89FE070C,CRC2,FFFFFFFF,"nActEms006::DamageFlash",
88D8AC70,CRC2,FFFFFFFF,"nActEms006::DamageFlashFly",
376C3A7F,CRC2,FFFFFFFF,"nActEms006::DamageFlashToFly",
15760218,CRC2,FFFFFFFF,"nActEms006::DamageStun",
DE35817,CRC2,FFFFFFFF,"nActEms006::DamageStunFly",
A7007421,CRC2,FFFFFFFF,"nActEms006::DamageStunToFly",
F074B437,CRC2,FFFFFFFF,"nActEms006::Die",
266F7031,CRC2,FFFFFFFF,"nActEms006::DieDisperse",
6263313D,CRC2,FFFFFFFF,"nActEms006::DieFly",
CDA52779,CRC2,FFFFFFFF,"nActEms049Common::BackStep",
7A89D060,CRC2,FFFFFFFF,"nActEms049Common::Refresh",
2309F4DC,CRC2,FFFFFFFF,"nActEms049Common::DamageLow",
F159CAD5,CRC2,FFFFFFFF,"nActEms049Common::Threat",
6E9A5F2D,CRC2,FFFFFFFF,"nActEms049Common::ThreatB",
AF0561F7,CRC2,FFFFFFFF,"nActEms049Common::NotifyGroup",
BBA44262,CRC2,FFFFFFFF,"nActEms049Common::NotifyGroupB",
CCA372F4,CRC2,FFFFFFFF,"nActEms049Common::NotifyGroupC",
FFB6F823,CRC2,FFFFFFFF,"nActEms049Common::ScaredA",
66BFA999,CRC2,FFFFFFFF,"nActEms049Common::ScaredB",
B3CA6C0D,CRC2,FFFFFFFF,"nActEms049Common::EatEnd",
61827E52,CRC2,FFFFFFFF,"nActEms049Common::BiteAttackA",
F88B2FE8,CRC2,FFFFFFFF,"nActEms049Common::BiteAttackB",
D76863C,CRC2,FFFFFFFF,"nActEms049Common::BiteAttackLowA",
947FD786,CRC2,FFFFFFFF,"nActEms049Common::BiteAttackLowB",
CB30233D,CRC2,FFFFFFFF,"nActEms049Common::TurnBiteAttackL",
313F1E5E,CRC2,FFFFFFFF,"nActEms049Common::TurnBiteAttackR",
214A03F9,CRC2,FFFFFFFF,"nActEms049Common::LostSeekA",
B8435243,CRC2,FFFFFFFF,"nActEms049Common::LostSeekB",
AFEBBB8A,CRC2,FFFFFFFF,"nActEms049Common::LostSeekSmell",
11D62705,CRC2,FFFFFFFF,"nActEms049Common::LostSeekTurnAround",
C57539,CRC2,FFFFFFFF,"nActEms049Common::LostSeekBush",
EE202AE7,CRC2,FFFFFFFF,"nActEms049Common::BossCaution",
BC91B8B4,CRC2,FFFFFFFF,"nActEms049Common::CharmMountBegin",
C960783C,CRC2,FFFFFFFF,"nActEms049Common::CharmMountEndReflesh",
DDD7A668,CRC2,FFFFFFFF,"nActEms049Common::CharmMountArrivalShort",
A32925FD,CRC2,FFFFFFFF,"nActEms049Common::CharmMountArrivalLong",
F4252CF,CRC2,FFFFFFFF,"nActEms049Common::CharmMountManualStop",
3B853E2C,CRC2,FFFFFFFF,"nActEms049Common::CharmMountManualWalk",
2D7590D9,CRC2,FFFFFFFF,"nActEms049Common::CharmMountManualRun",
5FB21987,CRC2,FFFFFFFF,"nActEms049Common::Idle",
E07D6C7,CRC2,FFFFFFFF,"nActEms049Common::Walk",
BF6B1FEA,CRC2,FFFFFFFF,"nActEms049Common::BaseWalk",
66A1AF22,CRC2,FFFFFFFF,"nActEms049Common::FastWalk",
1A3581F1,CRC2,FFFFFFFF,"nActEms049Common::Run",
76C18B78,CRC2,FFFFFFFF,"nActEms049Common::CharmMountRun",
53E5CACC,CRC2,FFFFFFFF,"nActEms049Common::FoxWalk",
9F29AA48,CRC2,FFFFFFFF,"nActEms049Common::WalkSeek",
2486CB7A,CRC2,FFFFFFFF,"nActEms049Common::FoxWalkSeek",
5CFF986A,CRC2,FFFFFFFF,"nActEms049Common::ClimbWall",
6739766F,CRC2,FFFFFFFF,"nActEms049Common::CharmMountClimbWall",
A3B6B9D5,CRC2,FFFFFFFF,"nActEms049Common::Turn",
8D05D108,CRC2,FFFFFFFF,"nActEms049Common::NeckTurnA",
140C80B2,CRC2,FFFFFFFF,"nActEms049Common::NeckTurnB",
B9F2212D,CRC2,FFFFFFFF,"nActEms049Common::QuickTurn",
2425AA84,CRC2,FFFFFFFF,"nActEms049Common::Jump",
CB9BE2CF,CRC2,FFFFFFFF,"nActEms049Common::CombatJump",
5B3247AC,CRC2,FFFFFFFF,"nActEms049Common::SideStepBase",
C18D737D,CRC2,FFFFFFFF,"nActEms049Common::SideStepL",
3B824E1E,CRC2,FFFFFFFF,"nActEms049Common::SideStepR",
AC73E3CD,CRC2,FFFFFFFF,"nActEms049Common::GroupPinch",
D0901A2B,CRC2,FFFFFFFF,"nActEms049Common::Eat",
34BE49E6,CRC2,FFFFFFFF,"nActEms049Common::EatB",
C3B349E5,CRC2,FFFFFFFF,"nActEms049Common::Sleep",
48718502,CRC2,FFFFFFFF,"nActEms049Common::SleepB",
EB8BF5F1,CRC2,FFFFFFFF,"nActEms049Common::WakeUp",
28D2CFC2,CRC2,FFFFFFFF,"nActEms049Common::LieDown",
ED9051EF,CRC2,FFFFFFFF,"nActEms049Common::LieDownB",
E979C899,CRC2,FFFFFFFF,"nActEms049Common::GetUp",
FDFD22FC,CRC2,FFFFFFFF,"nActEms049Common::CircleRun",
C63BCCF9,CRC2,FFFFFFFF,"nActEms049Common::CharmMountCircleRun",
47FCDBB5,CRC2,FFFFFFFF,"nActEms049Common::CircleFoxWalk",
6E76BD8A,CRC2,FFFFFFFF,"nActEms049Common::CircleRunLeft",
D67F29FE,CRC2,FFFFFFFF,"nActEms049Common::CharmMountCircleRunLeft",
28D80897,CRC2,FFFFFFFF,"nActEms049Common::CircleRunRight",
7F08B426,CRC2,FFFFFFFF,"nActEms049Common::CharmMountCircleRunRight",
8A304008,CRC2,FFFFFFFF,"nActEms049Common::CircleRunBrake",
C872CBAC,CRC2,FFFFFFFF,"nActEms049Common::FriendHitStep",
D0287D5,CRC2,FFFFFFFF,"nActEms049Common::DamageHigh",
733BDAE6,CRC2,FFFFFFFF,"nActEms049Common::Die",
F26F9260,CRC2,FFFFFFFF,"nActEms049Common::DieStartQuest",
80344B5A,CRC2,FFFFFFFF,"nActEms049Common::DamageSmash",
E20B0FCE,CRC2,FFFFFFFF,"nActEms049Common::DamageFly",
F3357491,CRC2,FFFFFFFF,"nActEms049Common::DieFly",
A075B57E,CRC2,FFFFFFFF,"nActEms049Common::DieFrozen",
733486F5,CRC2,FFFFFFFF,"nActEms049Common::DieFrozenFly",
C7C8A84A,CRC2,FFFFFFFF,"nActEms049Common::DamageSound",
908834CD,CRC2,FFFFFFFF,"nActEms049Common::DamageFlash",
3075A962,CRC2,FFFFFFFF,"nActEms049Common::DamageSleep",
D309312E,CRC2,FFFFFFFF,"nActEms049Common::DamageSleepEnd",
68D76BB7,CRC2,FFFFFFFF,"nActEms049Common::DamageParalyse",
F73B28E,CRC2,FFFFFFFF,"nActEms049Common::DamageStun",
BFB8BBCB,CRC2,FFFFFFFF,"nActEms049Common::CharmBegin",
19317A8A,CRC2,FFFFFFFF,"nActEms049Common::CharmCombiWait",
201D66CB,CRC2,FFFFFFFF,"nActEms049Common::CharmCombiAttack",
264B1C09,CRC2,FFFFFFFF,"nActEms049Common::CharmMountEnd",
E44D1E41,CRC2,FFFFFFFF,"nActEms049Common::CharmMountFastJump",
A906267B,CRC2,FFFFFFFF,"nActEms049Common::CharmMountRunEnd",
B304AE1F,CRC2,FFFFFFFF,"nActEms049Common::CharmMountWalkEnd",
802FF4FF,CRC2,FFFFFFFF,"nActEms049Common::CharmMountMoveEnd",
AABA3C32,CRC2,FFFFFFFF,"nActEms049Common::CharmMountCallEnter",
AABA3C,CRC2,FFFFFFFF,"nActEms049Common::CharmMountCallEnter2",
3D07FE30,CRC2,FFFFFFFF,"nActEms049Common::CharmMountCallExit",
89AF4359,CRC2,FFFFFFFF,"nActEms049Common::CharmMountRequestStop",
39A01B4A,CRC2,FFFFFFFF,"nActEms049Common::CharmMountRequestStopEnd",
60C6CC99,CRC2,FFFFFFFF,"nActEms049Common::CharmMountFastAdjustJump",
B3ABE69,CRC2,FFFFFFFF,"nActEms049Common::CharmMountFastAdjustJumpOff",
BD7AA84C,CRC2,FFFFFFFF,"nActEms049Common::CharmMountFastAdjustHighJump",
433E186B,CRC2,FFFFFFFF,"nActEms049Common::CharmMountFastAdjustHighJumpOff",
447FBA8E,CRC2,FFFFFFFF,"nActEmCommon::IdleToMoveFlyS<nActEms050Common::cEms050AdjustFly>",
330439F2,CRC2,FFFFFFFF,"nActEms050Common::Die",
29434C2B,CRC2,FFFFFFFF,"nActEms050Common::Threat",
1387A54A,CRC2,FFFFFFFF,"nActEms050Common::ThreatFly",
B124CB6B,CRC2,FFFFFFFF,"nActEms050Common::Search",
C409D265,CRC2,FFFFFFFF,"nActEms050Common::SearchFly",
70137E49,CRC2,FFFFFFFF,"nActEms050Common::LostSeek",
DECFBFD8,CRC2,FFFFFFFF,"nActEms050Common::LostSeekFly",
BBF81874,CRC2,FFFFFFFF,"nActEms050Common::Grooming",
D1E164D1,CRC2,FFFFFFFF,"nActEms050Common::cEms050AdjustFly",
5B781251,CRC2,FFFFFFFF,"nActEms050Common::DamageFallBase",
3673DDF6,CRC2,FFFFFFFF,"nActEms050Common::DamageDropDownBase",
4528F219,CRC2,FFFFFFFF,"nActEms050Common::Idle",
944EAF3E,CRC2,FFFFFFFF,"nActEms050Common::IdleFly",
F6F28AE0,CRC2,FFFFFFFF,"nActEms050Common::IdleTree",
B92C524B,CRC2,FFFFFFFF,"nActEms050Common::Turn",
521C2DEC,CRC2,FFFFFFFF,"nActEms050Common::TurnFly",
D63FA1B0,CRC2,FFFFFFFF,"nActEms050Common::QuickTurnFly",
AFEF7B13,CRC2,FFFFFFFF,"nActEms050Common::Landing",
B3CF0064,CRC2,FFFFFFFF,"nActEms050Common::LandingTree",
89CC163,CRC2,FFFFFFFF,"nActEms050Common::TakeOff",
5C99C740,CRC2,FFFFFFFF,"nActEms050Common::TakeOffTree",
C6553B46,CRC2,FFFFFFFF,"nActEms050Common::TakeOffSwitchPatternByDist",
8D6098C2,CRC2,FFFFFFFF,"nActEms050Common::TakeOffSwitchPatternAdjust",
3CA270C1,CRC2,FFFFFFFF,"nActEms050Common::Glide",
9D2F4220,CRC2,FFFFFFFF,"nActEms050Common::GlideSlow",
D20EA02A,CRC2,FFFFFFFF,"nActEms050Common::GlideLow",
592DD7A8,CRC2,FFFFFFFF,"nActEms050Common::GlideHigh",
7AF3F4BF,CRC2,FFFFFFFF,"nActEms050Common::GlideEscape",
F7AC503F,CRC2,FFFFFFFF,"nActEms050Common::GlideTaxi",
678EEC07,CRC2,FFFFFFFF,"nActEms050Common::DirectGlide",
FF8851BC,CRC2,FFFFFFFF,"nActEms050Common::DirectGlideSlow",
9E48D83B,CRC2,FFFFFFFF,"nActEms050Common::DirectGlidePlayer",
13E26BCA,CRC2,FFFFFFFF,"nActEms050Common::DirectGlideEnemy",
8F9F79BD,CRC2,FFFFFFFF,"nActEms050Common::DirectGlideForTaxi",
B05DAEA3,CRC2,FFFFFFFF,"nActEms050Common::DirectGlideForEventTaxi",
F73D4DBD,CRC2,FFFFFFFF,"nActEms050Common::GainAltitudeDestination",
307D635A,CRC2,FFFFFFFF,"nActEms050Common::GainAltitude",
F273CAB9,CRC2,FFFFFFFF,"nActEms050Common::LoseAltitudeDestination",
A14063AE,CRC2,FFFFFFFF,"nActEms050Common::LoseAltitude",
9F910DB6,CRC2,FFFFFFFF,"nActEms050Common::RopeAccepting",
8D35FE0C,CRC2,FFFFFFFF,"nActEms050Common::RopeHitDamage",
6E9A6AC0,CRC2,FFFFFFFF,"nActEms050Common::TaxiShakeOff",
90AFF93F,CRC2,FFFFFFFF,"nActEms050Common::Eat",
C721F522,CRC2,FFFFFFFF,"nActEms050Common::EatMeat",
D41E6D4D,CRC2,FFFFFFFF,"nActEms050Common::Sleep",
95EE9A8D,CRC2,FFFFFFFF,"nActEms050Common::SleepEnd",
A1B45E1,CRC2,FFFFFFFF,"nActEms050Common::SearchTree",
40F6EA4C,CRC2,FFFFFFFF,"nActEms050Common::GroomingTree",
CE86C69,CRC2,FFFFFFFF,"nActEms050Common::DamageLow",
B419A203,CRC2,FFFFFFFF,"nActEms050Common::DamageLowFly",
530C784B,CRC2,FFFFFFFF,"nActEms050Common::DamageLowFlyForTaxiFall",
E4626D14,CRC2,FFFFFFFF,"nActEms050Common::DamageDownFly",
E7522530,CRC2,FFFFFFFF,"nActEms050Common::DamageSmash",
7238A762,CRC2,FFFFFFFF,"nActEms050Common::DamageParalyse",
169191CD,CRC2,FFFFFFFF,"nActEms050Common::DamageParalyseFly",
C45187DA,CRC2,FFFFFFFF,"nActEms050Common::DamageParalyseFlyLoop",
5713C708,CRC2,FFFFFFFF,"nActEms050Common::DamageSleep",
9A904DF9,CRC2,FFFFFFFF,"nActEms050Common::DamageSleepFly",
C29EDA32,CRC2,FFFFFFFF,"nActEms050Common::DamageSleepFlyLoop",
B4571415,CRC2,FFFFFFFF,"nActEms050Common::DamageStun",
55CA6E6C,CRC2,FFFFFFFF,"nActEms050Common::DamageStunFly",
25F5EFE6,CRC2,FFFFFFFF,"nActEms050Common::DamagePrevTaxi",
2B2FF26F,CRC2,FFFFFFFF,"nActEms050Common::DieFly",
8F942DCB,CRC2,FFFFFFFF,"nActEms050Common::DieFrozen",
DE3468DD,CRC2,FFFFFFFF,"nActEms050Common::DieFrozenFly",
C7773A74,CRC2,FFFFFFFF,"nActEms050Common::DieStartQuest",
15CF6C47,CRC2,FFFFFFFF,"nActEms050Common::DamageShouki",
D0050B3,CRC2,FFFFFFFF,"nActEms050Common::DamageShoukiDrain",
CACEB158,CRC2,FFFFFFFF,"nActEms050Common::DieShoukiDrain",
85D58FF5,CRC2,FFFFFFFF,"nActEms050::Idle",
C04D223,CRC2,FFFFFFFF,"nActEms050::IdleTree",
6D2B0F20,CRC2,FFFFFFFF,"nActEms050::IdleFly",
79D12FA7,CRC2,FFFFFFFF,"nActEms050::Turn",
AB798DF2,CRC2,FFFFFFFF,"nActEms050::TurnFly",
CFE6C269,CRC2,FFFFFFFF,"nActEms050::QuickTurnFly",
F1F9617D,CRC2,FFFFFFFF,"nActEms050::TakeOff",
E9CC6FD6,CRC2,FFFFFFFF,"nActEms050::TakeOffTree",
6BECA3DA,CRC2,FFFFFFFF,"nActEms050::TakeOffSwitchPatternByDist",
20D9005E,CRC2,FFFFFFFF,"nActEms050::TakeOffSwitchPatternAdjust",
568ADB0D,CRC2,FFFFFFFF,"nActEms050::Landing",
69AA8F2,CRC2,FFFFFFFF,"nActEms050::LandingTree",
95DE23EF,CRC2,FFFFFFFF,"nActEms050::Glide",
9FB82772,CRC2,FFFFFFFF,"nActEms050::GlideSlow",
28F8F8E9,CRC2,FFFFFFFF,"nActEms050::GlideLow",
5BBAB2FA,CRC2,FFFFFFFF,"nActEms050::GlideHigh",
CFA65C29,CRC2,FFFFFFFF,"nActEms050::GlideEscape",
F53B356D,CRC2,FFFFFFFF,"nActEms050::GlideTaxi",
D2DB4491,CRC2,FFFFFFFF,"nActEms050::DirectGlide",
CC0F0D0E,CRC2,FFFFFFFF,"nActEms050::DirectGlideSlow",
2A663A59,CRC2,FFFFFFFF,"nActEms050::DirectGlidePlayer",
36BE3E36,CRC2,FFFFFFFF,"nActEms050::DirectGlideEnemy",
2C97572B,CRC2,FFFFFFFF,"nActEms050::DirectGlideForTaxi",
25CF1A8C,CRC2,FFFFFFFF,"nActEms050::DirectGlideForEventTaxi",
29A40083,CRC2,FFFFFFFF,"nActEms050::GainAltitude",
62AFF992,CRC2,FFFFFFFF,"nActEms050::GainAltitudeDestination",
B8990077,CRC2,FFFFFFFF,"nActEms050::LoseAltitude",
67E17E96,CRC2,FFFFFFFF,"nActEms050::LoseAltitudeDestination",
77430919,CRC2,FFFFFFFF,"nActEms050::TaxiShakeOff",
F53C3DB7,CRC2,FFFFFFFF,"nActEms050::Threat",
1110C018,CRC2,FFFFFFFF,"nActEms050::ThreatFly",
6D5BBAF7,CRC2,FFFFFFFF,"nActEms050::Search",
C69EB737,CRC2,FFFFFFFF,"nActEms050::SearchFly",
8F7CE25C,CRC2,FFFFFFFF,"nActEms050::SearchTree",
8AE5268A,CRC2,FFFFFFFF,"nActEms050::LostSeek",
6B9A174E,CRC2,FFFFFFFF,"nActEms050::LostSeekFly",
D7BEB840,CRC2,FFFFFFFF,"nActEms050::Eat",
3E44553C,CRC2,FFFFFFFF,"nActEms050::EatMeat",
410E40B7,CRC2,FFFFFFFF,"nActEms050::Grooming",
592F8995,CRC2,FFFFFFFF,"nActEms050::GroomingTree",
6F18C24E,CRC2,FFFFFFFF,"nActEms050::SleepEnd",
E7F093B,CRC2,FFFFFFFF,"nActEms050::DamageLow",
ADC0C1DA,CRC2,FFFFFFFF,"nActEms050::DamageLowFly",
C69ECC64,CRC2,FFFFFFFF,"nActEms050::DamageLowFlyForTaxiFall",
52078DA6,CRC2,FFFFFFFF,"nActEms050::DamageSmash",
1B74DE07,CRC2,FFFFFFFF,"nActEms050::DamageDownFly",
F679F00F,CRC2,FFFFFFFF,"nActEms050::DamageParalyse",
3130B3A8,CRC2,FFFFFFFF,"nActEms050::DamageStun",
72234D1F,CRC2,FFFFFFFF,"nActEms050::RopeHitDamage",
A1B4B88B,CRC2,FFFFFFFF,"nActEms050::DamagePrevTaxi",
7415788D,CRC2,FFFFFFFF,"nActEms050::Die",
8D034899,CRC2,FFFFFFFF,"nActEms050::DieFrozen",
C7ED0B04,CRC2,FFFFFFFF,"nActEms050::DieFrozenFly",
7D623E63,CRC2,FFFFFFFF,"nActEms050::Sleep",
A2BF73AF,CRC2,FFFFFFFF,"nActEms050::DamageParalyseFly",
3813C225,CRC2,FFFFFFFF,"nActEms050::DamageParalyseFlyLoop",
E2466F9E,CRC2,FFFFFFFF,"nActEms050::DamageSleep",
1ED11A94,CRC2,FFFFFFFF,"nActEms050::DamageSleepFly",
6196F4A4,CRC2,FFFFFFFF,"nActEms050::DamageSleepFlyLoop",
AADCDD7F,CRC2,FFFFFFFF,"nActEms050::DamageStunFly",
F75083F3,CRC2,FFFFFFFF,"nActEms050::DieFly",
6087BEA5,CRC2,FFFFFFFF,"nActEms050::RopeAccepting",
65ABC774,CRC2,FFFFFFFF,"nActEms050::GlideTaxiForceFlyNav",
1A5B42C,CRC2,FFFFFFFF,"nActEms050::GlideTaxiForCarryPl",
8FCF1372,CRC2,FFFFFFFF,"nActEms050::SleepStartQuest",
68A9297F,CRC2,FFFFFFFF,"nActEms050::MiasmaKick",
D0B47B19,CRC2,FFFFFFFF,"nActEms050::RushBite",
C160F9E,CRC2,FFFFFFFF,"nActEms050::DamageShouki",
B92EB2D1,CRC2,FFFFFFFF,"nActEms050::DamageShoukiDrain",
4E8FE635,CRC2,FFFFFFFF,"nActEms050::DieShoukiDrain",
38618967,CRC2,FFFFFFFF,"nActEms050::DieStartQuest",
B43D9568,CRC2,FFFFFFFF,"nActEms053::Idle",
95E6B422,CRC2,FFFFFFFF,"nActEms053::IdleTree",
861CB423,CRC2,FFFFFFFF,"nActEms053::IdleFly",
4839353A,CRC2,FFFFFFFF,"nActEms053::Turn",
404E36F1,CRC2,FFFFFFFF,"nActEms053::TurnFly",
DE9BA810,CRC2,FFFFFFFF,"nActEms053::QuickTurnFly",
1ACEDA7E,CRC2,FFFFFFFF,"nActEms053::TakeOff",
95AD4A0D,CRC2,FFFFFFFF,"nActEms053::TakeOffTree",
CEE4C8B6,CRC2,FFFFFFFF,"nActEms053::TakeOffSwitchPatternByDist",
85D16B32,CRC2,FFFFFFFF,"nActEms053::TakeOffSwitchPatternAdjust",
BDBD600E,CRC2,FFFFFFFF,"nActEms053::Landing",
7AFB8D29,CRC2,FFFFFFFF,"nActEms053::LandingTree",
1B51240C,CRC2,FFFFFFFF,"nActEms053::Glide",
E826F582,CRC2,FFFFFFFF,"nActEms053::GlideSlow",
B11A9EE8,CRC2,FFFFFFFF,"nActEms053::GlideLow",
2C24600A,CRC2,FFFFFFFF,"nActEms053::GlideHigh",
B3C779F2,CRC2,FFFFFFFF,"nActEms053::GlideEscape",
82A5E79D,CRC2,FFFFFFFF,"nActEms053::GlideTaxi",
AEBA614A,CRC2,FFFFFFFF,"nActEms053::DirectGlide",
2689D06C,CRC2,FFFFFFFF,"nActEms053::DirectGlideSlow",
85CF7793,CRC2,FFFFFFFF,"nActEms053::DirectGlidePlayer",
95E8B89F,CRC2,FFFFFFFF,"nActEms053::DirectGlideEnemy",
5789D5C8,CRC2,FFFFFFFF,"nActEms053::DirectGlideForTaxi",
38D96AFA,CRC2,FFFFFFFF,"nActEms053::GainAltitude",
90F8146A,CRC2,FFFFFFFF,"nActEms053::GainAltitudeDestination",
A9E46A0E,CRC2,FFFFFFFF,"nActEms053::LoseAltitude",
95B6936E,CRC2,FFFFFFFF,"nActEms053::LoseAltitudeDestination",
663E6360,CRC2,FFFFFFFF,"nActEms053::TaxiShakeOff",
CCB10172,CRC2,FFFFFFFF,"nActEms053::Threat",
668E12E8,CRC2,FFFFFFFF,"nActEms053::ThreatFly",
54D68632,CRC2,FFFFFFFF,"nActEms053::Search",
B10065C7,CRC2,FFFFFFFF,"nActEms053::SearchFly",
32B68E92,CRC2,FFFFFFFF,"nActEms053::SearchTree",
1307408B,CRC2,FFFFFFFF,"nActEms053::LostSeek",
17FB3295,CRC2,FFFFFFFF,"nActEms053::LostSeekFly",
512ACAEE,CRC2,FFFFFFFF,"nActEms053::Eat",
D573EE3F,CRC2,FFFFFFFF,"nActEms053::EatMeat",
D8EC26B6,CRC2,FFFFFFFF,"nActEms053::Grooming",
4852E3EC,CRC2,FFFFFFFF,"nActEms053::GroomingTree",
F6FAA44F,CRC2,FFFFFFFF,"nActEms053::SleepEnd",
79E1DBCB,CRC2,FFFFFFFF,"nActEms053::DamageLow",
BCBDABA3,CRC2,FFFFFFFF,"nActEms053::DamageLowFly",
34C9219C,CRC2,FFFFFFFF,"nActEms053::DamageLowFlyForTaxiFall",
2E66A87D,CRC2,FFFFFFFF,"nActEms053::DamageSmash",
32BC6AF5,CRC2,FFFFFFFF,"nActEms053::DamageDownFly",
A5E3AB8B,CRC2,FFFFFFFF,"nActEms053::DamageParalyse",
8CFADF66,CRC2,FFFFFFFF,"nActEms053::DamageStun",
5BEBF9ED,CRC2,FFFFFFFF,"nActEms053::RopeHitDamage",
F22EE30F,CRC2,FFFFFFFF,"nActEms053::DamagePrevTaxi",
F2810A23,CRC2,FFFFFFFF,"nActEms053::Die",
FA9D9A69,CRC2,FFFFFFFF,"nActEms053::DieFrozen",
D690617D,CRC2,FFFFFFFF,"nActEms053::DieFrozenFly",
F3ED3980,CRC2,FFFFFFFF,"nActEms053::Sleep",
D163E65,CRC2,FFFFFFFF,"nActEms053::DamageParalyseFly",
600D6B0D,CRC2,FFFFFFFF,"nActEms053::DamageParalyseFlyLoop",
9E274A45,CRC2,FFFFFFFF,"nActEms053::DamageSleep",
4D4B4110,CRC2,FFFFFFFF,"nActEms053::DamageSleepFly",
1A887647,CRC2,FFFFFFFF,"nActEms053::DamageSleepFlyLoop",
8314698D,CRC2,FFFFFFFF,"nActEms053::DamageStunFly",
CEDDBF36,CRC2,FFFFFFFF,"nActEms053::DieFly",
494F0A57,CRC2,FFFFFFFF,"nActEms053::RopeAccepting",
436FC3FB,CRC2,FFFFFFFF,"nActEms053::EatCoralGlide",
D56345B1,CRC2,FFFFFFFF,"nActEms053::MiasmaKick",
1D6B65E7,CRC2,FFFFFFFF,"nActEms053::DamageShouki",
A9B74D49,CRC2,FFFFFFFF,"nActEms053::DamageShoukiEnd",
1687FF1B,CRC2,FFFFFFFF,"nActEms053::DamageShoukiDrain",
1D15BDB1,CRC2,FFFFFFFF,"nActEms053::DieShoukiDrain",
6317BB23,CRC2,FFFFFFFF,"nActEms053::ShoukiDieBase",
85016B33,CRC2,FFFFFFFF,"nActEms053::ShoukiDie",
497B097E,CRC2,FFFFFFFF,"nActEms053::DiePreyFly",
11A93D95,CRC2,FFFFFFFF,"nActEms053::DieStartQuest",
22C6A263,CRC2,FFFFFFFF,"nActEms053::RushGliding",
3C206EB4,CRC2,FFFFFFFF,"nActEms049Common::ThreatS<nActEms054::cEms054Action>",
174F8DC8,CRC2,FFFFFFFF,"nActEms049Common::ThreatBS<nActEms054::cEms054Action>",
EFE20E19,CRC2,FFFFFFFF,"nActEms049Common::NotifyGroupS<nActEms054::cEms054Action>",
BFFB90FD,CRC2,FFFFFFFF,"nActEms049Common::NotifyGroupBS<nActEms054::cEms054Action>",
DCFC49D9,CRC2,FFFFFFFF,"nActEms049Common::NotifyGroupCS<nActEms054::cEms054Action>",
4F88A629,CRC2,FFFFFFFF,"nActEms049Common::ScaredAS<nActEms054::cEms054Action>",
EA80CD45,CRC2,FFFFFFFF,"nActEms049Common::ScaredBS<nActEms054::cEms054Action>",
8769DC99,CRC2,FFFFFFFF,"nActEms049Common::LostSeekAS<nActEms054::cEms054Action>",
2261B7F5,CRC2,FFFFFFFF,"nActEms049Common::LostSeekBS<nActEms054::cEms054Action>",
ABF68513,CRC2,FFFFFFFF,"nActEms049Common::LostSeekSmellS<nActEms054::cEms054Action>",
A4CB07F5,CRC2,FFFFFFFF,"nActEms049Common::LostSeekTurnAroundS<nActEms054::cEms054Action>",
6055E3B,CRC2,FFFFFFFF,"nActEms049Common::LostSeekBushS<nActEms054::cEms054Action>",
7BF2049A,CRC2,FFFFFFFF,"nActEms049Common::BossCautionS<nActEms054::cEms054Action>",
6486EF5A,CRC2,FFFFFFFF,"nActEms049Common::GroupPinchS<nActEms054::cEms054Action>",
9AD4540B,CRC2,FFFFFFFF,"nActEms054::cEms054Action",
96E3E04,CRC2,FFFFFFFF,"nActEms054::BackStep",
D0DA1599,CRC2,FFFFFFFF,"nActEms054::Refresh",
D793244,CRC2,FFFFFFFF,"nActEms054::DamageLow",
A8D06CBB,CRC2,FFFFFFFF,"nActEms054::Threat",
C4C99AD4,CRC2,FFFFFFFF,"nActEms054::ThreatB",
649A2810,CRC2,FFFFFFFF,"nActEms054::NotifyGroup",
8501AAF0,CRC2,FFFFFFFF,"nActEms054::NotifyGroupB",
F2069A66,CRC2,FFFFFFFF,"nActEms054::NotifyGroupC",
55E53DDA,CRC2,FFFFFFFF,"nActEms054::ScaredA",
CCEC6C60,CRC2,FFFFFFFF,"nActEms054::ScaredB",
EA43CA63,CRC2,FFFFFFFF,"nActEms054::EatEnd",
B202539F,CRC2,FFFFFFFF,"nActEms054::WakeUp",
D3E2B1E5,CRC2,FFFFFFFF,"nActEms054::GetUp",
AA1D37B5,CRC2,FFFFFFFF,"nActEms054::BiteAttackA",
3314660F,CRC2,FFFFFFFF,"nActEms054::BiteAttackB",
E0D03A4B,CRC2,FFFFFFFF,"nActEms054::BiteAttackLowA",
79D96BF1,CRC2,FFFFFFFF,"nActEms054::BiteAttackLowB",
5BC611E,CRC2,FFFFFFFF,"nActEms054::TurnBiteAttackL",
FFB35C7D,CRC2,FFFFFFFF,"nActEms054::TurnBiteAttackR",
F3AC561,CRC2,FFFFFFFF,"nActEms054::LostSeekA",
963394DB,CRC2,FFFFFFFF,"nActEms054::LostSeekB",
B1D4EC0A,CRC2,FFFFFFFF,"nActEms054::LostSeekSmell",
D9C3DFE,CRC2,FFFFFFFF,"nActEms054::LostSeekTurnAround",
3E609DAB,CRC2,FFFFFFFF,"nActEms054::LostSeekBush",
25BF6300,CRC2,FFFFFFFF,"nActEms054::BossCaution",
719AABE6,CRC2,FFFFFFFF,"nActEms054::Idle",
